         0          0          0          0          0  -0.218218          0          0          0          0          0          0  -0.466569          0 -0.0556071          0          0          0          0          0  -0.690066          0   0.197386          0          0          0          0          0          0          0          0          0          0          0  -0.182743          0          0   0.107517          0          0          0          0          0          0   0.617213          0          0  -0.181568          0          0          0          0          0          0          0          0          0   0.778499          0          0          0          0  -0.174078          0          0          0          0          0          0          0          0   0.152676          0          0          0          0          0          0          0          0          0          0          0          0   0.312893          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0    0.39036          0          0          0          0          0          0    0.26082          0 -0.0994729          0          0          0          0          0   0.154303          0  -0.353094          0          0          0          0          0          0          0          0  -0.894427          0          0  -0.231555          0          0   0.192332          0          0          0          0          0          0  -0.138013          0          0   0.324799          0          0          0          0          0          0          0          0          0   0.348155          0          0          0          0    -0.3114          0          0          0          0          0          0          0          0  -0.273115          0          0          0          0          0          0          0          0          0          0          0          0    0.55972          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0  -0.507093          0          0          0          0          0          0   0.301169          0   0.387657          0          0          0          0          0 -0.0890871          0   0.203859          0          0          0          0          0          0          0          0          0          0          0  -0.212329          0          0  -0.555215          0          0          0          0          0          0   0.318728          0          0   0.234404          0          0          0          0          0          0          0          0          0  -0.201008          0          0          0          0    0.40452          0          0          0          0          0          0          0          0  -0.709575          0          0          0          0          0          0          0          0          0          0          0          0   0.484732          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0   0.258199          0          0          0          0          0          0  -0.345033          0  -0.328976          0          0          0          0          0   0.408248          0     0.1557          0          0          0          0          0          0          0          0          0          0          0  -0.324337          0          0   0.141351          0          0          0          0          0          0   0.182574          0          0  -0.358057          0          0          0          0          0          0          0          0          0 -0.0657952          0          0          0          0   0.382518          0          0          0          0          0          0          0          0   -0.25807          0          0          0          0          0          0          0          0          0          0          0          0   0.105777          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0    0.09759          0          0          0          0          0          0   0.521641          0 -0.0248682          0          0          0          0          0   0.308607          0 -0.0882735          0          0          0          0          0          0          0          0   0.894427          0          0   -0.46311          0          0   0.048083          0          0          0          0          0          0  -0.276026          0          0  0.0811998          0          0          0          0          0          0          0          0          0   0.696311          0          0          0          0 -0.0778499          0          0          0          0          0          0          0          0 -0.0682789          0          0          0          0          0          0          0          0          0          0          0          0    0.13993          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0   -0.20702          0          0          0          0          0          0  -0.737711          0    0.15826          0          0          0          0          0   0.218218          0   0.083225          0          0          0          0          0          0          0          0          0          0          0   0.520097          0          0  -0.226665          0          0          0          0          0          0   -0.78072          0          0  0.0956949          0          0          0          0          0          0          0          0          0   0.492366          0          0          0          0   0.165145          0          0          0          0          0          0          0          0  -0.289683          0          0          0          0          0          0          0          0          0          0          0          0   0.197891          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0   0.316228          0          0          0          0          0          0   0.563436          0  -0.402911          0          0          0          0          0  -0.666667          0   0.190693          0          0          0          0          0          0          0          0          0          0          0   0.529641          0          0   0.173119          0          0          0          0          0          0  -0.298142          0          0  -0.438529          0          0          0          0          0          0          0          0          0   0.107443          0          0          0          0   0.468487          0          0          0          0          0          0          0          0   -0.31607          0          0          0          0          0          0          0          0          0          0          0          0    0.12955          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0  -0.365148          0          0          0          0          0          0          0          0   0.651339          0          0          0          0          0          0          0  -0.770675          0          0          0          0          0          0          0          0          0          0          0          0          0          0    0.69965          0          0          0          0          0          0          0          0          0   -0.50637          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.291288          0          0          0          0          0          0          0          0  -0.127738          0          0          0          0          0          0          0          0          0          0          0          0  0.0373979          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  0.0836242          0          0          0          0          0          0          0   0.236525          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.409673          0          0          0          0          0          0          0          0          0   0.518875          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.511891          0          0          0          0          0          0          0          0    0.40156          0          0          0          0          0          0          0          0          0          0          0          0   0.248662          0          0          0          0          0          0          0    0.11651          0          0          0          0          0          0          0          0  0.0361917          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.222998          0          0          0          0          0          0          0  -0.512471          0          0          0          0          0          0          0          0          0          0          0          0          0          0   -0.61451          0          0          0          0          0          0          0          0          0  -0.345916          0          0          0          0          0          0          0          0          0          0          0          0          0          0    0.17063          0          0          0          0          0          0          0          0    0.60234          0          0          0          0          0          0          0          0          0          0          0          0   0.704543          0          0          0          0          0          0          0   0.504878          0          0          0          0          0          0          0          0    0.21715          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.176295          0          0          0          0          0          0          0   0.311649          0          0          0          0          0          0          0          0          0          0          0  -0.144841          0          0   0.194325          0          0          0          0          0          0  -0.314485          0          0  -0.125015          0          0          0          0          0          0          0          0          0   -0.40452          0          0          0          0  -0.308332          0          0          0          0          0  -0.339683          0          0  -0.136055          0          0          0          0          0          0          0          0  -0.172251          0          0          0   0.215307          0          0          0          0          0          0          0   0.393001          0          0          0          0          0          0          0          0   0.274675          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.215917          0          0          0          0          0          0          0   0.381691          0          0          0          0          0          0          0          0          0          0          0   0.236525          0          0   0.237999          0          0          0          0          0          0   0.513553          0          0  -0.153112          0          0          0          0          0          0          0          0          0   0.660578          0          0          0          0  -0.377627          0          0          0          0          0     0.5547          0          0  -0.166632          0          0          0          0          0          0          0          0   0.281284          0          0          0   0.263696          0          0          0          0          0          0          0   0.481325          0          0          0          0          0          0          0          0   0.336407          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0    -0.3998          0          0          0          0          0          0          0  -0.494727          0          0          0          0          0          0          0          0          0          0          0    0.21898          0          0  0.0244827          0          0          0          0          0          0    0.27735          0          0   0.496139          0          0          0          0          0          0          0          0          0  0.0509647          0          0          0          0   0.174808          0          0          0          0          0  -0.256776          0          0  -0.462815          0          0          0          0          0          0          0          0  -0.303822          0          0          0   -0.37151          0          0          0          0          0          0          0   0.389918          0          0          0          0          0          0          0          0   0.726723          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.264443          0          0          0          0          0          0          0   0.186989          0          0          0          0          0          0          0          0          0          0          0  -0.289683          0          0  -0.194325          0          0          0          0          0          0  -0.104828          0          0  -0.187523          0          0          0          0          0          0          0   0.447214          0   0.250417          0          0          0          0   0.211427          0          0          0          0          0  0.0970523          0          0   0.174928          0          0          0          0          0          0          0          0  -0.344502          0          0          0  -0.263985          0          0          0          0          0          0          0  -0.147375          0          0          0          0          0          0          0          0   0.412013          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.163218          0          0          0          0          0          0          0  -0.201972          0          0          0          0          0          0          0          0          0          0          0  -0.536388          0          0   0.009995          0          0          0          0          0          0  -0.679366          0          0   0.202548          0          0          0          0          0          0          0          0          0  -0.124838          0          0          0          0  0.0713649          0          0          0          0          0   0.628971          0          0  -0.188943          0          0          0          0          0          0          0          0   0.744208          0          0          0  -0.151668          0          0          0          0          0          0          0   0.159183          0          0          0          0          0          0          0          0   0.296683          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.352591          0          0          0          0          0          0          0   0.249319          0          0          0          0          0          0          0          0          0          0          0   0.289683          0          0    -0.2591          0          0          0          0          0          0   0.104828          0          0  -0.250031          0          0          0          0          0          0          0  -0.894427          0  -0.250417          0          0          0          0   0.281903          0          0          0          0          0 -0.0970523          0          0   0.233237          0          0          0          0          0          0          0          0   0.344502          0          0          0   -0.35198          0          0          0          0          0          0          0    -0.1965          0          0          0          0          0          0          0          0   0.549351          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.546231          0          0          0          0          0          0          0 -0.0965609          0          0          0          0          0          0          0          0          0          0          0   0.299183          0          0   0.501745          0          0          0          0          0          0    -0.1624          0          0  -0.121046          0          0          0          0          0          0          0          0          0  -0.149209          0          0          0          0  -0.452076          0          0          0          0          0   0.313235          0          0   0.406495          0          0          0          0          0          0          0          0  -0.222375          0          0          0   0.210283          0          0          0          0          0          0          0  -0.665912          0          0          0          0          0          0          0          0   0.531906          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.334497          0          0          0          0          0          0          0  -0.118262          0          0          0          0          0          0          0          0          0          0          0  -0.274817          0          0  -0.204837          0          0          0          0          0          0   0.397796          0          0     0.2965          0          0          0          0          0          0          0          0          0  -0.365487          0          0          0          0  -0.083574          0          0          0          0          0    0.23018          0          0  -0.223317          0          0          0          0          0          0          0          0 -0.0907841          0          0          0   0.375954          0          0          0          0          0          0          0  -0.310694          0          0          0          0          0          0          0          0   0.144767          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  0.0881476          0          0          0          0          0          0          0  0.0623298          0          0          0          0          0          0          0          0          0          0          0   0.579365          0          0  -0.064775          0          0          0          0          0          0   0.209657          0          0 -0.0625076          0          0          0          0          0          0          0   0.894427          0  -0.500834          0          0          0          0  0.0704758          0          0          0          0          0  -0.194105          0          0  0.0583092          0          0          0          0          0          0          0          0   0.689003          0          0          0 -0.0879951          0          0          0          0          0          0          0 -0.0491251          0          0          0          0          0          0          0          0   0.137338          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.222998          0          0          0          0          0          0          0 -0.0394208          0          0          0          0          0          0          0          0          0          0          0  -0.732846          0          0   0.204837          0          0          0          0          0          0   0.397796          0          0 -0.0494166          0          0          0          0          0          0          0          0          0   0.365487          0          0          0          0  -0.184559          0          0          0          0          0  -0.767266          0          0   0.165951          0          0          0          0          0          0          0          0   0.544705          0          0          0  0.0858477          0          0          0          0          0          0          0  -0.271857          0          0          0          0          0          0          0          0    0.21715          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.409673          0          0          0          0          0          0          0  -0.144841          0          0          0          0          0          0          0          0          0          0          0   0.448775          0          0  -0.250873          0          0          0          0          0          0  -0.649598          0          0   0.363137          0          0          0          0          0          0          0          0          0   0.596838          0          0          0          0  -0.102357          0          0          0          0          0  -0.375882          0          0  -0.273506          0          0          0          0          0          0          0          0    0.14825          0          0          0   0.460447          0          0          0          0          0          0          0  -0.380521          0          0          0          0          0          0          0          0   0.177302          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.610705          0          0          0          0          0          0          0   0.539792          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.112194          0          0          0          0          0          0          0          0          0  -0.378932          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.667557          0          0          0          0          0          0          0          0  -0.667686          0          0          0          0          0          0          0          0          0          0          0          0   0.472909          0          0          0          0          0          0          0   -0.24108          0          0          0          0          0          0          0          0  0.0792919          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.358057          0          0          0          0          0          0          0   -0.50637          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.526235          0          0          0          0          0          0          0          0          0  -0.444338          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.313112          0          0          0          0          0          0          0          0  -0.184219          0          0          0          0          0          0          0          0          0          0          0          0  0.0887257          0          0          0          0          0          0          0 -0.0332578          0          0          0          0          0          0          0          0 0.00845255          0          0          0          0          0          0          0          0          0          0          0          0
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  0.0795276          0          0          0          0          0          0          0          0    0.21447          0          0          0          0          0          0          0          0          0          0          0          0   0.377878          0          0          0          0          0          0          0    0.49936          0          0          0          0          0          0          0          0   0.519119          0          0          0   0.430422          0          0          0   0.281654          0   0.139208  0.0455016
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.249546          0          0          0          0          0          0          0          0  -0.525763          0          0          0          0          0          0          0          0          0          0          0          0  -0.629918          0          0          0          0          0          0          0   -0.39173          0          0          0          0          0          0          0          0   0.101808          0          0          0   0.548683          0          0          0    0.69046          0   0.518718   0.232013
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.216113          0          0          0          0          0          0          0          0   0.327833          0          0          0          0          0          0          0          0  -0.153722          0          0          0   0.186426          0          0          0          0  -0.319438          0          0  -0.129238          0          0          0          0          0  -0.402266          0          0   -0.30229          0          0   -0.33503  -0.135764          0          0  -0.169816   0.202736          0   0.378293   0.267906
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.264684          0          0          0          0          0          0          0          0   0.401512          0          0          0          0          0          0          0          0   0.251027          0          0          0   0.228324          0          0          0          0   0.521641          0          0  -0.158283          0          0          0          0          0   0.656897          0          0  -0.370228          0          0   0.547101  -0.166276          0          0   0.277309   0.248299          0   0.463312   0.328117
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.504732          0          0          0          0          0          0          0          0  -0.467899          0          0          0          0          0          0          0          0   0.239345          0          0          0   0.117771          0          0          0          0   0.273551          0          0   0.498026          0          0          0          0          0  0.0313163          0          0     0.1059          0          0   -0.26082  -0.475614          0          0  -0.290844  -0.321866          0   0.404938   0.688263
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0    0.32417          0          0          0          0          0          0          0          0   0.109278          0          0          0          0          0          0          0          0  -0.307444          0          0          0  -0.247549          0          0          0          0 -0.0638877          0          0  -0.116314          0          0          0          0   0.447214   0.260863          0          0   0.247328          0          0  0.0609145   0.111079          0          0  -0.339633  -0.280185          0 -0.0945732   0.401859
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.206056          0          0          0          0          0          0          0          0  -0.191019          0          0          0          0          0          0          0          0  -0.586273          0          0          0  0.0480799          0          0          0          0  -0.670059          0          0   0.203318          0          0          0          0          0  -0.076709          0          0  0.0432334          0          0   0.638877  -0.194168          0          0    0.71242  -0.131401          0   0.165315   0.280982
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.432227          0          0          0          0          0          0          0          0   0.145704          0          0          0          0          0          0          0          0   0.307444          0          0          0  -0.330065          0          0          0          0  0.0638877          0          0  -0.155085          0          0          0          0  -0.894427  -0.260863          0          0   0.329771          0          0 -0.0609145   0.148106          0          0   0.339633   -0.37358          0  -0.126098   0.535812
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.611261          0          0          0          0          0          0          0          0   0.154542          0          0          0          0          0          0          0          0   0.289861          0          0          0   0.445173          0          0          0          0  -0.210819          0          0  -0.319847          0          0          0          0          0  -0.093091          0          0  -0.301195          0          0   0.301511   0.488725          0          0  -0.240157  0.0386577          0   -0.60186   0.568314
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0    0.31811          0          0          0          0          0          0          0          0  -0.268087          0          0          0          0          0          0          0          0  -0.226273          0          0          0 -0.0404869          0          0          0          0    0.37616          0          0   0.285349          0          0          0          0          0  -0.387569          0          0  -0.215738          0          0   0.268991 -0.0866434          0          0  -0.115368   0.332723          0  -0.342666   0.182006
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.108057          0          0          0          0          0          0          0          0  0.0364259          0          0          0          0          0          0          0          0   0.614889          0          0          0 -0.0825163          0          0          0          0   0.127775          0          0 -0.0387713          0          0          0          0   0.894427  -0.521726          0          0  0.0824428          0          0  -0.121829  0.0370265          0          0   0.679266  -0.093395          0 -0.0315244   0.133953
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0  -0.249546          0          0          0          0          0          0          0          0  0.0630915          0          0          0          0          0          0          0          0  -0.710012          0          0          0   0.181741          0          0          0          0   0.516398          0          0  -0.130577          0          0          0          0          0   0.228025          0          0  -0.122962          0          0  -0.738549   0.199521          0          0   0.588261  0.0157819          0  -0.245709   0.232013
         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0   0.389604          0          0          0          0          0          0          0          0  -0.328339          0          0          0          0          0          0          0          0   0.369502          0          0          0 -0.0495862          0          0          0          0  -0.614267          0          0   0.349479          0          0          0          0          0   0.632897          0          0  -0.264224          0          0  -0.439261  -0.106116          0          0   0.188394     0.4075          0  -0.419678   0.222911
